İl,İlçe,Alan (m2),Oda Sayısı,Bina Yaşı,Kat,Isıtma,Balkon,Asansör,Eşyalı mı?,Fiyat (TL)
Diyarbakır,Kocaköy,77,3+1,25,6,Merkezi,Yok,Var,Hayır,817089
Diyarbakır,Kocaköy,67,2+1,7,10,Kombi,Var,Yok,Hayır,2309820
Diyarbakır,Kocaköy,97,1+1,11,10,Kombi,Var,Var,Evet,1132085
Diyarbakır,Kulp,86,4+1,2,1,Soba,Yok,Yok,Evet,3684553
Diyarbakır,Kulp,70,2+1,23,8,Merkezi,Yok,Yok,Evet,1630046
Diyarbakır,Kulp,167,4+1,20,15,Soba,Yok,Var,Evet,2842773
Diyarbakır,Kulp,65,1+1,17,6,Merkezi,Yok,Var,Evet,2567633
Diyarbakır,Kulp,50,4+1,18,9,Merkezi,Var,Yok,Hayır,923768
Diyarbakır,Kulp,233,2+1,11,1,Soba,Yok,Yok,Evet,2388022
Diyarbakır,Kulp,248,4+1,20,3,Soba,Yok,Var,Hayır,2114847
Diyarbakır,Kulp,165,4+1,9,11,Kombi,Yok,Yok,Hayır,1456999
Diyarbakır,Kulp,91,2+1,27,5,Soba,Yok,Yok,Evet,1942243
Diyarbakır,Kulp,134,4+1,10,6,Kombi,Yok,Yok,Evet,3256576
Diyarbakır,Lice,197,2+1,12,7,Soba,Yok,Yok,Evet,3654319
Diyarbakır,Lice,180,3+1,2,6,Soba,Yok,Var,Hayır,3397607
Diyarbakır,Lice,200,2+1,8,1,Merkezi,Var,Var,Hayır,713687
Diyarbakır,Lice,184,2+1,9,13,Soba,Yok,Yok,Evet,908487
Diyarbakır,Lice,93,3+1,11,16,Merkezi,Var,Var,Evet,2764665
Diyarbakır,Lice,78,4+1,5,8,Kombi,Var,Var,Evet,1162900
Diyarbakır,Lice,165,2+1,26,0,Merkezi,Yok,Var,Hayır,2951347
Diyarbakır,Lice,230,1+1,21,12,Soba,Var,Var,Evet,2706002
Diyarbakır,Lice,217,4+1,20,3,Soba,Yok,Var,Hayır,945919
Diyarbakır,Lice,106,2+1,20,5,Kombi,Var,Yok,Hayır,2906273
Diyarbakır,Silvan,200,4+1,12,17,Merkezi,Var,Yok,Evet,913615
Diyarbakır,Silvan,88,1+1,6,3,Kombi,Var,Var,Hayır,3994390
Diyarbakır,Silvan,125,2+1,2,9,Soba,Var,Var,Evet,3731802
Diyarbakır,Silvan,164,4+1,25,5,Kombi,Yok,Yok,Evet,3900785
Diyarbakır,Silvan,223,2+1,14,7,Merkezi,Var,Var,Evet,1135696
Diyarbakır,Silvan,186,4+1,3,19,Kombi,Var,Var,Hayır,1679173
Diyarbakır,Silvan,158,4+1,23,2,Soba,Yok,Yok,Hayır,3741983
Diyarbakır,Silvan,220,1+1,24,1,Soba,Var,Yok,Hayır,1475334
Diyarbakır,Silvan,235,2+1,25,3,Merkezi,Yok,Var,Hayır,1154917
Diyarbakır,Silvan,102,1+1,27,1,Merkezi,Yok,Yok,Evet,3599492
Diyarbakır,Sur,121,4+1,10,11,Merkezi,Yok,Yok,Hayır,560514
Diyarbakır,Sur,151,1+1,16,10,Merkezi,Var,Yok,Hayır,619574
Diyarbakır,Sur,241,4+1,22,11,Merkezi,Var,Yok,Hayır,1392109
Diyarbakır,Sur,147,2+1,16,4,Soba,Var,Yok,Hayır,3790755
Diyarbakır,Sur,66,1+1,18,14,Kombi,Var,Yok,Hayır,694650
Diyarbakır,Sur,233,4+1,21,9,Soba,Var,Var,Hayır,3981323
Diyarbakır,Sur,232,2+1,29,15,Kombi,Yok,Yok,Evet,2291985
Diyarbakır,Sur,125,1+1,12,1,Soba,Var,Var,Hayır,788493
Diyarbakır,Sur,154,2+1,20,15,Kombi,Var,Yok,Hayır,1418031
Diyarbakır,Sur,153,2+1,11,4,Merkezi,Yok,Yok,Hayır,3945271
Diyarbakır,Yenişehir,80,3+1,10,9,Merkezi,Var,Yok,Hayır,1142300
Diyarbakır,Yenişehir,181,3+1,20,19,Merkezi,Yok,Var,Evet,2448940
Diyarbakır,Yenişehir,87,4+1,18,9,Merkezi,Var,Var,Evet,2005365
Diyarbakır,Yenişehir,57,3+1,28,5,Merkezi,Var,Var,Hayır,2537556
Diyarbakır,Yenişehir,133,4+1,17,20,Soba,Var,Var,Evet,1514949
Diyarbakır,Yenişehir,165,2+1,17,18,Merkezi,Var,Yok,Hayır,1272476
Diyarbakır,Yenişehir,155,3+1,27,7,Soba,Yok,Var,Evet,3922813
Diyarbakır,Yenişehir,118,2+1,15,7,Soba,Var,Yok,Hayır,3283319
Diyarbakır,Yenişehir,54,4+1,19,3,Soba,Var,Yok,Evet,964521
Diyarbakır,Yenişehir,116,3+1,22,3,Soba,Yok,Var,Hayır,1535112
Diyarbakır,Çermik,103,4+1,29,16,Soba,Yok,Var,Hayır,1205873
Diyarbakır,Çermik,188,4+1,18,14,Soba,Var,Var,Evet,1650603
Diyarbakır,Çermik,219,1+1,14,20,Kombi,Yok,Yok,Evet,1281783
Diyarbakır,Çermik,147,4+1,26,14,Kombi,Yok,Yok,Hayır,3155420
Diyarbakır,Çermik,117,2+1,17,9,Kombi,Yok,Var,Hayır,408184
Diyarbakır,Çermik,229,2+1,18,12,Soba,Var,Yok,Evet,3785198
Diyarbakır,Çermik,236,2+1,27,3,Kombi,Var,Yok,Hayır,733096
Diyarbakır,Çermik,109,3+1,9,12,Kombi,Var,Var,Hayır,3395209
Diyarbakır,Çermik,205,2+1,25,18,Merkezi,Yok,Var,Evet,1786079
Diyarbakır,Çermik,87,1+1,22,13,Soba,Yok,Var,Evet,3693083
Diyarbakır,Çüngüş,134,2+1,0,8,Soba,Yok,Var,Evet,2977094
Diyarbakır,Çüngüş,207,3+1,20,10,Kombi,Yok,Var,Hayır,2437901
Diyarbakır,Çüngüş,75,2+1,22,4,Merkezi,Var,Yok,Hayır,1991413
Diyarbakır,Çüngüş,57,3+1,8,6,Soba,Var,Yok,Evet,3753846
Diyarbakır,Çüngüş,242,4+1,9,6,Soba,Var,Yok,Hayır,929777
Diyarbakır,Çüngüş,130,1+1,7,11,Merkezi,Yok,Yok,Hayır,2346964
Diyarbakır,Çüngüş,169,4+1,30,16,Merkezi,Var,Var,Evet,484389
Diyarbakır,Çüngüş,167,4+1,23,16,Soba,Yok,Yok,Evet,2953503
Diyarbakır,Çüngüş,187,2+1,22,18,Kombi,Var,Var,Hayır,2007694
Diyarbakır,Çüngüş,128,4+1,27,9,Kombi,Var,Var,Hayır,2000818
Diyarbakır,Çınar,166,1+1,14,17,Kombi,Var,Var,Evet,2748672
Diyarbakır,Çınar,171,3+1,18,0,Soba,Var,Var,Evet,881246
Diyarbakır,Çınar,243,3+1,22,16,Soba,Var,Yok,Evet,829995
Diyarbakır,Çınar,50,3+1,25,18,Merkezi,Var,Var,Hayır,739773
Diyarbakır,Çınar,201,1+1,24,0,Soba,Yok,Yok,Hayır,2108159
Diyarbakır,Çınar,66,1+1,22,16,Merkezi,Yok,Yok,Hayır,2452916
Diyarbakır,Çınar,213,3+1,0,5,Merkezi,Yok,Var,Hayır,3007044
Diyarbakır,Çınar,184,2+1,7,18,Kombi,Yok,Var,Hayır,2091657
Diyarbakır,Çınar,64,2+1,3,5,Soba,Var,Yok,Evet,2971524
Diyarbakır,Çınar,100,2+1,5,2,Kombi,Yok,Yok,Hayır,2882771
Düzce,Akçakoca,64,2+1,8,13,Soba,Yok,Yok,Evet,2699506
Düzce,Akçakoca,107,4+1,11,18,Merkezi,Var,Yok,Evet,2135232
Düzce,Akçakoca,170,2+1,11,16,Merkezi,Yok,Var,Evet,2235275
Düzce,Akçakoca,66,3+1,27,8,Merkezi,Var,Yok,Hayır,2113172
Düzce,Akçakoca,78,1+1,12,3,Kombi,Yok,Yok,Evet,1236646
Düzce,Akçakoca,218,2+1,6,20,Merkezi,Yok,Var,Evet,2712881
Düzce,Akçakoca,238,4+1,23,10,Merkezi,Yok,Var,Hayır,1550531
Düzce,Akçakoca,178,4+1,17,7,Soba,Var,Yok,Hayır,3260812
Düzce,Akçakoca,137,2+1,2,6,Kombi,Yok,Var,Evet,1576029
Düzce,Akçakoca,120,3+1,4,5,Kombi,Var,Yok,Evet,3890128
Düzce,Cumayeri,106,1+1,7,20,Merkezi,Yok,Yok,Evet,3814166
Düzce,Cumayeri,54,4+1,10,3,Soba,Yok,Var,Evet,3885814
Düzce,Cumayeri,90,1+1,1,0,Merkezi,Yok,Var,Evet,1940861
Düzce,Cumayeri,85,1+1,16,17,Soba,Yok,Yok,Evet,1027200
Düzce,Cumayeri,196,1+1,2,17,Merkezi,Yok,Yok,Hayır,3341847
Düzce,Cumayeri,170,4+1,19,3,Soba,Var,Yok,Evet,2080462
Düzce,Cumayeri,219,3+1,14,3,Merkezi,Var,Yok,Evet,3301285
Düzce,Cumayeri,195,1+1,27,0,Merkezi,Var,Yok,Hayır,2922767
Düzce,Cumayeri,149,1+1,14,7,Soba,Yok,Yok,Hayır,1524455
Düzce,Cumayeri,241,4+1,12,4,Kombi,Yok,Yok,Evet,3200752
Düzce,Düzce Merkez,51,1+1,15,15,Kombi,Var,Var,Hayır,838264
Düzce,Düzce Merkez,173,2+1,2,3,Soba,Yok,Yok,Hayır,745346
Düzce,Düzce Merkez,150,3+1,3,15,Merkezi,Var,Var,Hayır,2369775
Düzce,Düzce Merkez,56,1+1,16,9,Soba,Var,Yok,Hayır,2397746
Düzce,Düzce Merkez,50,2+1,13,8,Kombi,Yok,Yok,Hayır,2673724
Düzce,Düzce Merkez,212,1+1,7,20,Merkezi,Var,Yok,Evet,1193639
Düzce,Düzce Merkez,194,3+1,13,14,Kombi,Var,Var,Evet,2065398
Düzce,Düzce Merkez,198,1+1,23,19,Soba,Yok,Yok,Evet,1664061
Düzce,Düzce Merkez,130,2+1,18,13,Merkezi,Var,Yok,Evet,1769178
Düzce,Düzce Merkez,167,4+1,6,9,Merkezi,Yok,Var,Hayır,1801273
Düzce,Gölyaka,151,2+1,21,6,Soba,Var,Yok,Hayır,3237749
Düzce,Gölyaka,158,2+1,2,12,Merkezi,Yok,Var,Evet,1345216
Düzce,Gölyaka,225,2+1,1,3,Kombi,Var,Yok,Evet,1300057
Düzce,Gölyaka,195,1+1,12,6,Soba,Yok,Var,Hayır,3647665
Düzce,Gölyaka,159,1+1,2,11,Merkezi,Var,Yok,Evet,3133634
Düzce,Gölyaka,53,3+1,5,6,Soba,Var,Var,Evet,3102877
Düzce,Gölyaka,163,2+1,4,8,Merkezi,Yok,Yok,Evet,788195
Düzce,Gölyaka,160,1+1,15,15,Kombi,Yok,Yok,Hayır,1129966
Düzce,Gölyaka,237,3+1,19,4,Kombi,Var,Yok,Evet,2027563
Düzce,Gölyaka,109,3+1,15,1,Merkezi,Var,Yok,Hayır,2610974
Düzce,Gümüşova,185,2+1,23,14,Kombi,Var,Var,Evet,3370231
Düzce,Gümüşova,92,3+1,4,1,Kombi,Yok,Var,Evet,3717141
Düzce,Gümüşova,206,2+1,25,5,Merkezi,Var,Var,Hayır,2413875
Düzce,Gümüşova,213,1+1,15,2,Kombi,Var,Yok,Hayır,428255
Düzce,Gümüşova,82,1+1,14,16,Kombi,Yok,Var,Hayır,1006463
Düzce,Gümüşova,69,1+1,18,7,Kombi,Yok,Yok,Hayır,3164138
Düzce,Gümüşova,127,1+1,11,20,Merkezi,Var,Var,Hayır,2115670
Düzce,Gümüşova,173,1+1,17,10,Merkezi,Yok,Yok,Evet,3230625
Düzce,Gümüşova,88,3+1,15,11,Merkezi,Var,Yok,Hayır,3449486
Düzce,Gümüşova,116,4+1,12,2,Soba,Var,Yok,Hayır,3346000
Düzce,Kaynaşlı,189,3+1,3,8,Soba,Yok,Var,Hayır,1045664
Düzce,Kaynaşlı,203,4+1,4,18,Soba,Yok,Var,Evet,1231734
Düzce,Kaynaşlı,119,3+1,5,8,Soba,Yok,Yok,Evet,790070
Düzce,Kaynaşlı,76,3+1,5,14,Merkezi,Yok,Var,Hayır,1742837
Düzce,Kaynaşlı,156,2+1,7,6,Soba,Yok,Yok,Evet,605215
Düzce,Kaynaşlı,202,4+1,14,0,Merkezi,Yok,Var,Hayır,3196391
Düzce,Kaynaşlı,130,3+1,15,0,Merkezi,Yok,Yok,Evet,2177340
Düzce,Kaynaşlı,194,2+1,27,1,Merkezi,Var,Var,Hayır,2539876
Düzce,Kaynaşlı,171,2+1,30,0,Soba,Var,Yok,Evet,1252168
Düzce,Kaynaşlı,208,4+1,6,15,Kombi,Var,Yok,Hayır,3800242
Düzce,Yığılca,65,4+1,2,1,Merkezi,Var,Var,Hayır,3254819
Düzce,Yığılca,212,3+1,21,20,Kombi,Var,Var,Hayır,2538791
Düzce,Yığılca,142,4+1,25,10,Soba,Yok,Yok,Evet,401175
Düzce,Yığılca,180,1+1,26,1,Merkezi,Var,Var,Hayır,1007259
Düzce,Yığılca,163,3+1,15,4,Soba,Yok,Var,Hayır,3975231
Düzce,Yığılca,69,3+1,15,1,Soba,Var,Var,Evet,3001220
Düzce,Yığılca,226,3+1,26,8,Kombi,Var,Yok,Hayır,3166429
Düzce,Yığılca,67,4+1,1,1,Kombi,Yok,Yok,Hayır,3026341
Düzce,Yığılca,200,3+1,27,17,Merkezi,Yok,Yok,Evet,2883655
Düzce,Yığılca,101,1+1,17,17,Kombi,Yok,Yok,Evet,1028476
Düzce,Çilimli,238,4+1,17,18,Soba,Var,Var,Hayır,2711961
Düzce,Çilimli,157,1+1,8,15,Merkezi,Yok,Var,Hayır,1570436
Düzce,Çilimli,77,2+1,23,20,Kombi,Var,Var,Evet,1603619
Düzce,Çilimli,72,1+1,2,9,Kombi,Var,Var,Evet,2023200
Düzce,Çilimli,140,4+1,20,13,Merkezi,Yok,Var,Hayır,1288340
Düzce,Çilimli,157,4+1,10,10,Soba,Yok,Yok,Evet,1300929
Düzce,Çilimli,178,1+1,26,14,Merkezi,Var,Yok,Hayır,1700648
Düzce,Çilimli,130,1+1,15,13,Kombi,Var,Yok,Hayır,3211727
Düzce,Çilimli,161,2+1,2,12,Soba,Var,Var,Hayır,2426315
Düzce,Çilimli,227,4+1,0,9,Soba,Yok,Yok,Evet,1192397
Edirne,Edirne Merkez,234,4+1,29,4,Kombi,Yok,Var,Evet,2393160
Edirne,Edirne Merkez,181,3+1,2,5,Soba,Yok,Yok,Evet,3185592
Edirne,Edirne Merkez,93,3+1,8,5,Soba,Yok,Yok,Hayır,1870360
Edirne,Edirne Merkez,246,1+1,25,13,Soba,Var,Yok,Evet,1422821
Edirne,Edirne Merkez,242,1+1,19,13,Merkezi,Var,Var,Evet,758934
Edirne,Edirne Merkez,215,3+1,12,10,Kombi,Var,Yok,Evet,2335181
Edirne,Edirne Merkez,91,4+1,15,6,Soba,Var,Yok,Evet,2597408
Edirne,Edirne Merkez,162,2+1,6,2,Kombi,Yok,Var,Hayır,951847
Edirne,Edirne Merkez,174,2+1,11,4,Kombi,Var,Var,Evet,2264501
Edirne,Edirne Merkez,187,1+1,16,15,Soba,Yok,Var,Evet,1068197
Edirne,Enez,215,4+1,19,6,Soba,Var,Var,Evet,1966133
Edirne,Enez,195,1+1,22,15,Soba,Var,Yok,Hayır,3612081
Edirne,Enez,179,1+1,30,3,Merkezi,Yok,Yok,Evet,2731097
Edirne,Enez,71,1+1,25,18,Merkezi,Yok,Yok,Hayır,811823
Edirne,Enez,235,4+1,16,19,Merkezi,Yok,Yok,Evet,877305
Edirne,Enez,209,2+1,18,1,Merkezi,Yok,Var,Evet,3698931
Edirne,Enez,244,1+1,6,12,Kombi,Var,Var,Evet,2270859
Edirne,Enez,157,3+1,10,14,Kombi,Var,Yok,Evet,1739159
Edirne,Enez,92,2+1,19,2,Merkezi,Yok,Yok,Evet,2477446
Edirne,Enez,112,3+1,7,19,Merkezi,Var,Yok,Hayır,2798938
Edirne,Havsa,198,2+1,2,11,Merkezi,Yok,Var,Evet,2820666
Edirne,Havsa,220,1+1,20,15,Soba,Var,Yok,Evet,2623342
Edirne,Havsa,103,2+1,16,18,Merkezi,Var,Var,Hayır,1688041
Edirne,Havsa,199,3+1,20,12,Soba,Yok,Yok,Hayır,2556887
Edirne,Havsa,199,3+1,2,16,Kombi,Yok,Yok,Evet,3002350
Edirne,Havsa,139,2+1,26,16,Merkezi,Yok,Var,Evet,1518090
Edirne,Havsa,137,3+1,10,19,Kombi,Yok,Var,Hayır,1096999
Edirne,Havsa,132,4+1,17,9,Soba,Var,Var,Evet,3075363
Edirne,Havsa,219,1+1,27,14,Merkezi,Var,Var,Evet,632878
Edirne,Havsa,238,4+1,26,14,Kombi,Var,Yok,Evet,3345783
Edirne,Keşan,185,1+1,9,11,Merkezi,Yok,Yok,Hayır,2028240
Edirne,Keşan,181,3+1,26,15,Merkezi,Var,Yok,Evet,691978
Edirne,Keşan,243,4+1,14,15,Soba,Var,Var,Hayır,979788
Edirne,Keşan,77,2+1,1,7,Kombi,Yok,Yok,Hayır,2983898
Edirne,Keşan,224,4+1,10,11,Merkezi,Var,Var,Hayır,3940569
Edirne,Keşan,118,4+1,15,17,Kombi,Var,Var,Evet,3678408
Edirne,Keşan,196,2+1,8,9,Merkezi,Var,Yok,Hayır,1435381
Edirne,Keşan,107,4+1,16,11,Merkezi,Yok,Yok,Evet,2201736
Edirne,Keşan,238,3+1,7,19,Soba,Yok,Yok,Evet,649391
Edirne,Keşan,124,2+1,6,4,Soba,Var,Yok,Hayır,3248883
Edirne,Lalapaşa,184,3+1,25,7,Soba,Var,Yok,Evet,2396089
Edirne,Lalapaşa,120,1+1,16,3,Soba,Yok,Var,Evet,2178699
Edirne,Lalapaşa,179,2+1,10,1,Merkezi,Yok,Var,Hayır,2840423
Edirne,Lalapaşa,183,4+1,13,5,Soba,Var,Var,Evet,3347406
Edirne,Lalapaşa,56,4+1,23,7,Merkezi,Var,Yok,Evet,2496201
Edirne,Lalapaşa,160,2+1,5,1,Kombi,Var,Var,Hayır,2113897
Edirne,Lalapaşa,232,4+1,17,16,Soba,Yok,Yok,Hayır,2147347
Edirne,Lalapaşa,72,1+1,30,8,Kombi,Var,Yok,Evet,2385235
Edirne,Lalapaşa,224,3+1,13,12,Kombi,Var,Var,Evet,2149619
Edirne,Lalapaşa,181,2+1,30,10,Merkezi,Var,Yok,Hayır,1417243
Edirne,Meriç,151,1+1,11,2,Soba,Yok,Yok,Hayır,2595899
Edirne,Meriç,106,2+1,5,6,Kombi,Var,Yok,Evet,582441
Edirne,Meriç,81,4+1,7,15,Kombi,Var,Var,Evet,2919487
Edirne,Meriç,116,1+1,24,3,Kombi,Var,Var,Hayır,419222
Edirne,Meriç,143,2+1,22,4,Kombi,Var,Yok,Hayır,3914200
Edirne,Meriç,235,2+1,4,20,Soba,Yok,Var,Evet,3749294
Edirne,Meriç,94,3+1,25,10,Kombi,Yok,Yok,Hayır,3858490
Edirne,Meriç,190,2+1,14,20,Merkezi,Yok,Var,Evet,876160
Edirne,Meriç,174,4+1,29,13,Soba,Var,Yok,Evet,3206913
Edirne,Meriç,199,2+1,6,18,Merkezi,Yok,Yok,Evet,2430097
Edirne,Süloğlu,147,2+1,19,19,Merkezi,Yok,Var,Evet,1548711
Edirne,Süloğlu,56,3+1,8,4,Soba,Var,Var,Hayır,3909700
Edirne,Süloğlu,204,3+1,4,5,Kombi,Var,Var,Hayır,1577424
Edirne,Süloğlu,236,4+1,11,12,Soba,Var,Var,Evet,2138047
Edirne,Süloğlu,97,2+1,23,17,Kombi,Var,Yok,Hayır,3116137
Edirne,Süloğlu,142,2+1,23,18,Kombi,Var,Yok,Hayır,3565907
Edirne,Süloğlu,157,3+1,7,17,Soba,Var,Var,Hayır,1239486
Edirne,Süloğlu,133,2+1,20,12,Kombi,Yok,Yok,Hayır,2708527
Edirne,Süloğlu,50,3+1,25,8,Merkezi,Yok,Var,Hayır,3509206
Edirne,Süloğlu,147,3+1,23,7,Soba,Yok,Var,Evet,1940629
Edirne,Uzunköprü,58,4+1,16,13,Soba,Var,Yok,Hayır,1936798
Edirne,Uzunköprü,154,2+1,18,11,Soba,Var,Var,Hayır,3731030
Edirne,Uzunköprü,231,4+1,17,0,Kombi,Yok,Yok,Hayır,2318953
Edirne,Uzunköprü,72,1+1,17,1,Soba,Var,Var,Evet,2938120
Edirne,Uzunköprü,120,1+1,23,9,Soba,Var,Var,Evet,1151676
Edirne,Uzunköprü,159,3+1,21,17,Merkezi,Var,Yok,Hayır,1758174
Edirne,Uzunköprü,67,2+1,30,6,Merkezi,Yok,Var,Evet,2146398
Edirne,Uzunköprü,201,2+1,30,15,Merkezi,Var,Var,Evet,1791937
Edirne,Uzunköprü,169,4+1,22,18,Kombi,Var,Var,Hayır,508799
Edirne,Uzunköprü,120,3+1,28,18,Soba,Yok,Yok,Evet,2729109
Edirne,İpsala,197,1+1,8,15,Merkezi,Yok,Var,Hayır,1941668
Edirne,İpsala,212,2+1,7,15,Soba,Yok,Yok,Evet,3493879
Edirne,İpsala,103,4+1,23,13,Merkezi,Yok,Yok,Hayır,3004781
Edirne,İpsala,160,4+1,23,18,Kombi,Var,Yok,Evet,2350262
Edirne,İpsala,228,2+1,7,16,Soba,Yok,Var,Hayır,1016270
Edirne,İpsala,176,2+1,12,6,Soba,Yok,Var,Hayır,3317237
Edirne,İpsala,154,1+1,8,11,Kombi,Var,Yok,Hayır,466689
Edirne,İpsala,96,2+1,24,5,Kombi,Var,Var,Evet,3484301
Edirne,İpsala,69,3+1,20,6,Soba,Yok,Yok,Hayır,1284742
Edirne,İpsala,134,1+1,16,15,Soba,Var,Var,Evet,2837016
Elazığ,Alacakaya,169,3+1,5,15,Kombi,Var,Var,Evet,834918
Elazığ,Alacakaya,168,1+1,16,9,Kombi,Var,Yok,Evet,456723
Elazığ,Alacakaya,210,1+1,27,17,Kombi,Var,Var,Hayır,2399131
Elazığ,Alacakaya,237,2+1,23,16,Soba,Yok,Yok,Evet,3702244
Elazığ,Alacakaya,241,3+1,23,2,Kombi,Yok,Yok,Hayır,1078584
Elazığ,Alacakaya,72,2+1,10,11,Kombi,Yok,Var,Evet,1876333
Elazığ,Alacakaya,227,2+1,28,5,Soba,Var,Var,Evet,1864253
Elazığ,Alacakaya,206,4+1,22,8,Soba,Var,Var,Evet,3992897
Elazığ,Alacakaya,98,1+1,24,3,Soba,Yok,Var,Evet,758439
Elazığ,Alacakaya,163,4+1,27,12,Merkezi,Yok,Var,Hayır,3647599
Elazığ,Arıcak,187,2+1,13,17,Kombi,Var,Yok,Evet,2376702
Elazığ,Arıcak,99,1+1,11,14,Soba,Yok,Var,Hayır,1213814
Elazığ,Arıcak,215,3+1,16,18,Soba,Var,Var,Hayır,1871981
Elazığ,Arıcak,247,1+1,10,9,Merkezi,Yok,Var,Evet,833253
Elazığ,Arıcak,208,2+1,2,15,Merkezi,Var,Var,Hayır,1258546
Elazığ,Arıcak,92,2+1,0,5,Merkezi,Yok,Yok,Evet,1749612
Elazığ,Arıcak,208,4+1,9,2,Soba,Yok,Var,Hayır,2205835
Elazığ,Arıcak,106,1+1,26,15,Merkezi,Var,Var,Evet,1356828
Elazığ,Arıcak,205,2+1,18,0,Kombi,Yok,Var,Evet,3304941
Elazığ,Arıcak,230,1+1,10,0,Merkezi,Yok,Yok,Hayır,2438892
Elazığ,Ağın,110,4+1,27,4,Soba,Var,Var,Evet,1978687
Elazığ,Ağın,168,2+1,17,3,Kombi,Yok,Var,Evet,3301648
Elazığ,Ağın,218,1+1,5,17,Merkezi,Var,Var,Hayır,698480
Elazığ,Ağın,161,4+1,27,16,Kombi,Var,Var,Evet,1469131
Elazığ,Ağın,119,3+1,10,11,Merkezi,Yok,Var,Evet,2385133
Elazığ,Ağın,204,1+1,22,1,Soba,Yok,Yok,Hayır,2572818
Elazığ,Ağın,149,1+1,8,17,Soba,Yok,Yok,Evet,3755369
Elazığ,Ağın,127,4+1,13,20,Merkezi,Var,Var,Hayır,617056
Elazığ,Ağın,161,4+1,10,17,Kombi,Var,Yok,Evet,2232275
Elazığ,Ağın,174,4+1,23,13,Kombi,Var,Yok,Evet,1017371
Elazığ,Baskil,200,1+1,16,20,Soba,Yok,Yok,Hayır,3360364
Elazığ,Baskil,223,3+1,22,20,Merkezi,Yok,Var,Evet,3769876
Elazığ,Baskil,227,1+1,8,1,Soba,Yok,Var,Evet,1415673
Elazığ,Baskil,77,1+1,11,3,Soba,Var,Yok,Evet,581803
Elazığ,Baskil,138,1+1,15,16,Merkezi,Var,Var,Evet,3558200
Elazığ,Baskil,202,4+1,29,1,Kombi,Yok,Var,Evet,945399
Elazığ,Baskil,144,1+1,29,1,Soba,Var,Var,Evet,3334498
Elazığ,Baskil,116,4+1,6,10,Merkezi,Var,Yok,Evet,1504578
Elazığ,Baskil,164,1+1,9,11,Soba,Var,Var,Evet,2920638
Elazığ,Baskil,173,4+1,10,15,Merkezi,Var,Yok,Evet,1138721
Elazığ,Elazığ Merkez,181,1+1,26,9,Merkezi,Var,Var,Evet,2814085
Elazığ,Elazığ Merkez,74,4+1,12,8,Merkezi,Yok,Var,Evet,2141755
Elazığ,Elazığ Merkez,57,1+1,29,14,Merkezi,Yok,Var,Evet,514751
Elazığ,Elazığ Merkez,56,2+1,17,11,Soba,Var,Yok,Hayır,2807918
Elazığ,Elazığ Merkez,84,4+1,24,5,Merkezi,Var,Yok,Hayır,1465844
Elazığ,Elazığ Merkez,92,1+1,20,4,Soba,Yok,Yok,Hayır,3686977
Elazığ,Elazığ Merkez,197,1+1,6,2,Soba,Var,Var,Evet,622885
Elazığ,Elazığ Merkez,219,4+1,20,10,Merkezi,Var,Var,Hayır,2667447
Elazığ,Elazığ Merkez,214,1+1,7,10,Merkezi,Var,Var,Hayır,2925743
Elazığ,Elazığ Merkez,95,3+1,14,19,Merkezi,Var,Var,Hayır,2543248
Elazığ,Karakoçan,51,2+1,12,17,Kombi,Var,Var,Evet,2292498
Elazığ,Karakoçan,131,4+1,19,13,Soba,Yok,Var,Evet,2230193
Elazığ,Karakoçan,85,2+1,25,3,Soba,Var,Var,Evet,496911
Elazığ,Karakoçan,147,2+1,6,9,Kombi,Yok,Var,Hayır,3884078
Elazığ,Karakoçan,117,4+1,24,13,Kombi,Yok,Yok,Hayır,2322798
Elazığ,Karakoçan,172,3+1,19,15,Kombi,Yok,Var,Hayır,2511324
Elazığ,Karakoçan,66,3+1,26,6,Kombi,Var,Var,Evet,3596520
Elazığ,Karakoçan,92,4+1,8,19,Merkezi,Var,Var,Evet,2483331
Elazığ,Karakoçan,192,4+1,26,12,Merkezi,Yok,Yok,Evet,2704174
Elazığ,Karakoçan,170,4+1,14,7,Kombi,Yok,Var,Evet,3832113
Elazığ,Keban,228,2+1,29,9,Soba,Yok,Var,Hayır,1191079
Elazığ,Keban,212,3+1,26,3,Merkezi,Var,Var,Hayır,1798030
Elazığ,Keban,77,3+1,14,16,Soba,Yok,Yok,Hayır,3420976
Elazığ,Keban,120,1+1,18,19,Soba,Var,Var,Hayır,1053306
Elazığ,Keban,93,3+1,22,7,Soba,Var,Var,Evet,3393709
Elazığ,Keban,95,2+1,13,20,Kombi,Yok,Var,Hayır,3869489
Elazığ,Keban,187,1+1,15,1,Kombi,Var,Yok,Hayır,3442360
Elazığ,Keban,96,3+1,26,17,Soba,Yok,Yok,Evet,1650986
Elazığ,Keban,242,2+1,7,19,Merkezi,Yok,Var,Hayır,2443030
Elazığ,Keban,183,3+1,4,11,Soba,Var,Yok,Hayır,3279262
Elazığ,Kovancılar,107,3+1,4,10,Merkezi,Yok,Var,Hayır,3129161
Elazığ,Kovancılar,121,3+1,23,18,Merkezi,Var,Yok,Evet,2622181
Elazığ,Kovancılar,141,4+1,10,6,Merkezi,Yok,Yok,Hayır,2560971
Elazığ,Kovancılar,155,4+1,26,19,Soba,Var,Yok,Hayır,2167269
